,smrbci,dynamical,exponential
767,"(1.736938975227531e-05, 0.9999826550483704)","(0.5570992827415466, 0.44290071725845337)","(0.7333585619926453, 0.26664143800735474)"
768,"(1.285802591155516e-05, 0.9999871253967285)","(0.5403866767883301, 0.45961329340934753)","(0.7021275162696838, 0.29787248373031616)"
769,"(8.421704478678294e-06, 0.9999915957450867)","(0.5241753458976746, 0.47582465410232544)","(0.6710190773010254, 0.3289809226989746)"
770,"(1.2842120668210555e-05, 0.9999871850013733)","(0.5084505081176758, 0.4915494918823242)","(0.6401479244232178, 0.3598520755767822)"
771,"(2.620685518195387e-05, 0.9999737739562988)","(0.49319779872894287, 0.5068022012710571)","(0.6096170544624329, 0.39038294553756714)"
772,"(0.00010885968367801979, 0.9998911619186401)","(0.4784051179885864, 0.5215948820114136)","(0.5795218348503113, 0.4204781651496887)"
773,"(0.0004288981726858765, 0.9995710849761963)","(0.4640658497810364, 0.5359341502189636)","(0.5499622821807861, 0.45003771781921387)"
774,"(0.011406786739826202, 0.9885932207107544)","(0.45048609375953674, 0.5495138764381409)","(0.5225057005882263, 0.4774942994117737)"
775,"(0.9381461143493652, 0.06185387820005417)","(0.46511587500572205, 0.5348840951919556)","(0.5421345233917236, 0.45786547660827637)"
776,"(0.9998747110366821, 0.00012528129445854574)","(0.48115864396095276, 0.5188413858413696)","(0.569423496723175, 0.43057650327682495)"
777,"(0.9999936819076538, 6.327927167149028e-06)","(0.4967236816883087, 0.5032763481140137)","(0.5962272882461548, 0.4037727117538452)"
778,"(0.9999801516532898, 1.9842143956338987e-05)","(0.5118213295936584, 0.48817864060401917)","(0.6225730180740356, 0.37742698192596436)"
779,"(0.9999924898147583, 7.536390512541402e-06)","(0.5264664888381958, 0.4735335409641266)","(0.6485211849212646, 0.35147881507873535)"
780,"(0.9999588131904602, 4.1172621422447264e-05)","(0.5406712293624878, 0.4593287706375122)","(0.6741291284561157, 0.3258708715438843)"
781,"(0.9999843239784241, 1.568566949572414e-05)","(0.5544506311416626, 0.4455493986606598)","(0.6994752287864685, 0.3005247712135315)"
782,"(0.9999691843986511, 3.0813473131274804e-05)","(0.5678161382675171, 0.4321838617324829)","(0.724626898765564, 0.27537310123443604)"
783,"(0.9999973177909851, 2.706720124479034e-06)","(0.5807815790176392, 0.41921842098236084)","(0.749666154384613, 0.25033384561538696)"
784,"(0.9999991655349731, 8.330123364430619e-07)","(0.5933580994606018, 0.4066419005393982)","(0.7746660113334656, 0.22533398866653442)"
785,"(0.9999997615814209, 2.2231505170111632e-07)","(0.6055573225021362, 0.39444267749786377)","(0.7997034192085266, 0.2002965807914734)"
786,"(0.9999986886978149, 1.303371732319647e-06)","(0.6173905730247498, 0.38260945677757263)","(0.8248543739318848, 0.17514562606811523)"
787,"(0.9995343685150146, 0.0004656329401768744)","(0.6288548707962036, 0.3711451292037964)","(0.8501256704330444, 0.14987432956695557)"
788,"(0.9981958866119385, 0.0018040973227471113)","(0.6399350762367249, 0.36006492376327515)","(0.8754609823226929, 0.12453901767730713)"
789,"(0.9999102354049683, 8.973792137112468e-05)","(0.6507343053817749, 0.3492656648159027)","(0.901369571685791, 0.09863042831420898)"
790,"(1.0, 1.1269420063797497e-08)","(0.6612122654914856, 0.338787704706192)","(0.9276795387268066, 0.07232046127319336)"
791,"(0.9999050498008728, 9.497991413809359e-05)","(0.6713730692863464, 0.32862693071365356)","(0.9544190168380737, 0.04558098316192627)"
792,"(0.9998276829719543, 0.00017232715617865324)","(0.6812266707420349, 0.3187732994556427)","(0.9816360473632812, 0.01836395263671875)"
793,"(0.9999799728393555, 2.004175985348411e-05)","(0.6907892823219299, 0.30921071767807007)","(1.0, 0.0)"
794,"(0.9999999403953552, 3.709297047294058e-08)","(0.7000656127929688, 0.29993441700935364)","(1.0, 0.0)"
795,"(0.9998217821121216, 0.00017821541405282915)","(0.7090582847595215, 0.2909417450428009)","(1.0, 0.0)"
796,"(0.9865218997001648, 0.013478106819093227)","(0.7173821926116943, 0.28261783719062805)","(1.0, 0.0)"
797,"(0.988824188709259, 0.011175813153386116)","(0.725525438785553, 0.2744745910167694)","(1.0, 0.0)"
798,"(0.9999089241027832, 9.107313235290349e-05)","(0.7337568998336792, 0.2662430703639984)","(1.0, 0.0)"
799,"(0.9999900460243225, 9.94494439510163e-06)","(0.7417439222335815, 0.25825610756874084)","(1.0, 0.0)"
800,"(0.9813525676727295, 0.018647450953722)","(0.7489321827888489, 0.2510678470134735)","(1.0, 0.0)"
801,"(0.7843369841575623, 0.21566300094127655)","(0.7499942779541016, 0.25000569224357605)","(1.0, 0.0)"
802,"(0.904922604560852, 0.09507738053798676)","(0.754642128944397, 0.24535785615444183)","(1.0, 0.0)"
803,"(0.9832258820533752, 0.016774119809269905)","(0.7614996433258057, 0.23850034177303314)","(1.0, 0.0)"
804,"(0.35024410486221313, 0.6497558951377869)","(0.7491620182991028, 0.2508380115032196)","(0.9977107048034668, 0.002289295196533203)"
805,"(0.029311124235391617, 0.9706888794898987)","(0.7275664806365967, 0.2724335193634033)","(0.9736000895500183, 0.02639991044998169)"
806,"(0.05451725795865059, 0.9454827308654785)","(0.7073750495910645, 0.29262498021125793)","(0.9521589279174805, 0.04784107208251953)"
807,"(0.6971620321273804, 0.302837997674942)","(0.7070686221122742, 0.29293134808540344)","(0.9548313021659851, 0.04516869783401489)"
808,"(0.7310160994529724, 0.26898393034935)","(0.7077870965003967, 0.29221293330192566)","(0.9587744474411011, 0.041225552558898926)"
809,"(0.14734148979187012, 0.8526585102081299)","(0.690973699092865, 0.309026300907135)","(0.9461119174957275, 0.05388808250427246)"
810,"(0.004406014923006296, 0.9955939650535583)","(0.670376718044281, 0.3296233117580414)","(0.9175880551338196, 0.08241194486618042)"
811,"(0.017926780506968498, 0.9820732474327087)","(0.6508032083511353, 0.34919679164886475)","(0.8904523253440857, 0.1095476746559143)"
812,"(0.08370283991098404, 0.9162971377372742)","(0.6337902545928955, 0.3662097752094269)","(0.8707976341247559, 0.12920236587524414)"
813,"(0.0526064932346344, 0.947393536567688)","(0.616354763507843, 0.38364526629447937)","(0.8473780751228333, 0.15262192487716675)"
814,"(0.0134603101760149, 0.9865396618843079)","(0.5982679128646851, 0.40173208713531494)","(0.8186150789260864, 0.18138492107391357)"
815,"(0.013766461983323097, 0.9862335324287415)","(0.5807328820228577, 0.41926711797714233)","(0.789613664150238, 0.21038633584976196)"
816,"(0.10780880600214005, 0.8921911716461182)","(0.5665451884269714, 0.43345481157302856)","(0.7713143825531006, 0.22868561744689941)"
817,"(0.4218571186065674, 0.5781428813934326)","(0.5622045397758484, 0.4377954602241516)","(0.7672523856163025, 0.2327476143836975)"
818,"(0.4455517828464508, 0.5544482469558716)","(0.5587049722671509, 0.4412950277328491)","(0.763504147529602, 0.23649585247039795)"
819,"(0.20962196588516235, 0.7903780341148376)","(0.5482324957847595, 0.4517675042152405)","(0.7527164220809937, 0.24728357791900635)"
820,"(0.2711458206176758, 0.7288541793823242)","(0.539919912815094, 0.4600801169872284)","(0.7448597550392151, 0.2551402449607849)"
821,"(0.6043311357498169, 0.3956688642501831)","(0.5418522357940674, 0.4581477642059326)","(0.7431145310401917, 0.25688546895980835)"
822,"(0.9007735252380371, 0.09922648966312408)","(0.5526198744773865, 0.4473801553249359)","(0.756088137626648, 0.24391186237335205)"
823,"(0.8881102800369263, 0.11188969761133194)","(0.5626845359802246, 0.437315434217453)","(0.767854630947113, 0.23214536905288696)"
824,"(0.8573245406150818, 0.14267542958259583)","(0.5715237259864807, 0.4284762442111969)","(0.7769814133644104, 0.2230185866355896)"
825,"(0.814500093460083, 0.1854998767375946)","(0.5788130164146423, 0.4211869537830353)","(0.7830386757850647, 0.2169613242149353)"
826,"(0.9646432995796204, 0.035356711596250534)","(0.5903879404067993, 0.4096120595932007)","(0.8032644391059875, 0.19673556089401245)"
827,"(0.9415721297264099, 0.058427844196558)","(0.6009234189987183, 0.39907655119895935)","(0.8207785487174988, 0.17922145128250122)"
828,"(0.0944485068321228, 0.9055514931678772)","(0.5857292413711548, 0.4142707884311676)","(0.8013887405395508, 0.19861125946044922)"
829,"(0.004046826157718897, 0.9959532022476196)","(0.5682787299156189, 0.4317212402820587)","(0.7708876729011536, 0.22911232709884644)"
830,"(0.034332774579524994, 0.9656672477722168)","(0.5522603988647461, 0.4477396011352539)","(0.7443747520446777, 0.25562524795532227)"
831,"(0.7798582911491394, 0.2201417237520218)","(0.5590883493423462, 0.4409116804599762)","(0.7483454942703247, 0.2516545057296753)"
832,"(0.9829320311546326, 0.017067957669496536)","(0.571803629398346, 0.42819637060165405)","(0.7709272503852844, 0.22907274961471558)"
833,"(0.9160476922988892, 0.08395233005285263)","(0.5821309089660645, 0.41786906123161316)","(0.7854726314544678, 0.21452736854553223)"
834,"(0.7757446765899658, 0.22425532341003418)","(0.5879393219947815, 0.4120606482028961)","(0.7893009781837463, 0.21069902181625366)"
835,"(0.9843642115592957, 0.015635794028639793)","(0.5998320579528809, 0.40016791224479675)","(0.812174379825592, 0.18782562017440796)"
836,"(0.9993090033531189, 0.0006909814546816051)","(0.6118163466453552, 0.3881836235523224)","(0.8373088836669922, 0.1626911163330078)"
837,"(0.9983040690422058, 0.0016959132626652718)","(0.6234109997749329, 0.37658900022506714)","(0.862520158290863, 0.13747984170913696)"
838,"(0.9961519837379456, 0.003848026506602764)","(0.6345931887626648, 0.3654067814350128)","(0.8877103328704834, 0.1122896671295166)"
839,"(0.99990314245224, 9.684572432888672e-05)","(0.6455525159835815, 0.35444751381874084)","(0.9137948155403137, 0.08620518445968628)"
840,"(0.9999976754188538, 2.338538934054668e-06)","(0.6561858654022217, 0.3438141644001007)","(0.9403083920478821, 0.05969160795211792)"
841,"(0.9999995231628418, 4.841842269343033e-07)","(0.6665002703666687, 0.3334997594356537)","(0.9672885537147522, 0.0327114462852478)"
842,"(0.9999999403953552, 4.3095990776009785e-08)","(0.6765052080154419, 0.3234947621822357)","(0.9947757720947266, 0.0052242279052734375)"
843,"(1.0, 1.5029005595579292e-08)","(0.686210036277771, 0.3137899339199066)","(1.0, 0.0)"
844,"(0.9999996423721313, 3.411847444567684e-07)","(0.6956237554550171, 0.3043762743473053)","(1.0, 0.0)"
845,"(0.9999985694885254, 1.4304622482086415e-06)","(0.7047549486160278, 0.2952450215816498)","(1.0, 0.0)"
846,"(1.0, 1.7250963324499935e-08)","(0.7136123180389404, 0.28638768196105957)","(1.0, 0.0)"
847,"(1.0, 2.092263695629981e-09)","(0.7222039699554443, 0.27779605984687805)","(1.0, 0.0)"
848,"(0.9999951124191284, 4.877331775787752e-06)","(0.7305376529693604, 0.26946234703063965)","(1.0, 0.0)"
849,"(0.9994871020317078, 0.0005129080382175744)","(0.7386061549186707, 0.26139384508132935)","(1.0, 0.0)"
850,"(0.9995894432067871, 0.00041052745655179024)","(0.7464356422424316, 0.25356435775756836)","(1.0, 0.0)"
851,"(0.9985955357551575, 0.001404459122568369)","(0.7540004253387451, 0.24599957466125488)","(1.0, 0.0)"
852,"(0.9853562712669373, 0.014643757604062557)","(0.7609410881996155, 0.23905891180038452)","(1.0, 0.0)"
853,"(0.9460251927375793, 0.05397481098771095)","(0.7664936184883118, 0.23350639641284943)","(1.0, 0.0)"
854,"(0.9370249509811401, 0.06297504156827927)","(0.7716095447540283, 0.22839045524597168)","(1.0, 0.0)"
855,"(0.8454283475875854, 0.15457168221473694)","(0.7738240957260132, 0.22617588937282562)","(1.0, 0.0)"
856,"(0.7266324162483215, 0.2733675539493561)","(0.7724083662033081, 0.2275916486978531)","(1.0, 0.0)"
857,"(0.8822337985038757, 0.11776619404554367)","(0.7757031321525574, 0.22429688274860382)","(1.0, 0.0)"
858,"(0.9907432198524475, 0.009256799705326557)","(0.7821543216705322, 0.21784567832946777)","(1.0, 0.0)"
859,"(0.9394980072975159, 0.06050199270248413)","(0.7868745923042297, 0.21312537789344788)","(1.0, 0.0)"
860,"(0.5264030694961548, 0.4735969007015228)","(0.7868745923042297, 0.21312537789344788)","(1.0, 0.0)"
861,"(0.8381709456443787, 0.16182905435562134)","(0.7884135246276855, 0.21158649027347565)","(1.0, 0.0)"
862,"(0.9825424551963806, 0.017457561567425728)","(0.7942373752593994, 0.20576262474060059)","(1.0, 0.0)"
863,"(0.9864529371261597, 0.013547034934163094)","(0.8000038266181946, 0.19999615848064423)","(1.0, 0.0)"
864,"(0.6921987533569336, 0.307801216840744)","(0.7967696785926819, 0.20323032140731812)","(1.0, 0.0)"
865,"(0.19327625632286072, 0.8067237138748169)","(0.7786648869514465, 0.22133509814739227)","(0.9913551807403564, 0.008644819259643555)"
866,"(0.09529532492160797, 0.9047046899795532)","(0.7581638097763062, 0.24183616042137146)","(0.9747012853622437, 0.025298714637756348)"
867,"(0.027455240488052368, 0.97254478931427)","(0.7362425923347473, 0.2637574076652527)","(0.9498971700668335, 0.050102829933166504)"
868,"(0.005788052454590797, 0.9942119717597961)","(0.7143290042877197, 0.28567102551460266)","(0.9216420650482178, 0.07835793495178223)"
869,"(0.001014441717416048, 0.9989855289459229)","(0.6929295659065247, 0.30707043409347534)","(0.8921880125999451, 0.10781198740005493)"
870,"(1.1982128853560425e-05, 0.9999880194664001)","(0.6721420288085938, 0.32785794138908386)","(0.8621060848236084, 0.1378939151763916)"
871,"(1.1594178772611485e-07, 0.9999998807907104)","(0.6519778370857239, 0.3480221927165985)","(0.8315998315811157, 0.16840016841888428)"
872,"(1.3710939583688742e-07, 0.9999998807907104)","(0.6324185132980347, 0.36758148670196533)","(0.8007516860961914, 0.1992483139038086)"
873,"(4.654888471122831e-06, 0.9999953508377075)","(0.6134461164474487, 0.38655388355255127)","(0.7696598768234253, 0.2303401231765747)"
874,"(1.7465303017161204e-06, 0.9999982714653015)","(0.5950427651405334, 0.40495720505714417)","(0.7384339570999146, 0.26156604290008545)"
875,"(1.3217724692538013e-08, 1.0)","(0.5771915316581726, 0.4228084683418274)","(0.7071921825408936, 0.29280781745910645)"
876,"(5.310362638510924e-08, 0.9999999403953552)","(0.5598757863044739, 0.4401242136955261)","(0.6760545372962952, 0.32394546270370483)"
877,"(1.5274655424946104e-06, 0.9999984502792358)","(0.5430796146392822, 0.45692041516304016)","(0.6451359987258911, 0.3548640012741089)"
878,"(1.406052319907758e-06, 0.9999985694885254)","(0.526787281036377, 0.47321274876594543)","(0.6145403385162354, 0.38545966148376465)"
879,"(4.7309697492892155e-08, 0.9999999403953552)","(0.5109836459159851, 0.4890163540840149)","(0.5843555331230164, 0.41564446687698364)"
880,"(2.1136629868578893e-07, 0.9999997615814209)","(0.4956541657447815, 0.5043458342552185)","(0.5546507239341736, 0.4453492760658264)"
881,"(2.989140739373397e-05, 0.9999701380729675)","(0.48078545928001404, 0.5192145705223083)","(0.5254780054092407, 0.4745219945907593)"
882,"(0.002008686540648341, 0.9979913234710693)","(0.4664221704006195, 0.5335778594017029)","(0.4971475601196289, 0.5028524398803711)"
883,"(0.0167305339127779, 0.983269453048706)","(0.4529314339160919, 0.5470685958862305)","(0.47145068645477295, 0.528549313545227)"
884,"(0.0386771559715271, 0.9613228440284729)","(0.4405038058757782, 0.5594961643218994)","(0.4491463005542755, 0.5508537292480469)"
885,"(0.008768039755523205, 0.9912319779396057)","(0.4275517463684082, 0.5724482536315918)","(0.42326459288597107, 0.5767353773117065)"
886,"(0.0009046600898727775, 0.9990953207015991)","(0.41475236415863037, 0.5852476358413696)","(0.39672067761421204, 0.6032793521881104)"
887,"(0.0031099349725991488, 0.9968900680541992)","(0.4024030864238739, 0.5975968837738037)","(0.37093642354011536, 0.629063606262207)"
888,"(0.1904747039079666, 0.8095253109931946)","(0.3960452377796173, 0.6039547324180603)","(0.3643818795681, 0.6356180906295776)"
889,"(0.397339791059494, 0.6026601791381836)","(0.3960840702056885, 0.6039159297943115)","(0.3653843104839325, 0.6346156597137451)"
890,"(0.009901613928377628, 0.9900983572006226)","(0.38449862599372864, 0.6155014038085938)","(0.34102022647857666, 0.6589797735214233)"
891,"(0.00034080244950018823, 0.9996591806411743)","(0.37297388911247253, 0.6270260810852051)","(0.3155727684497833, 0.6844272613525391)"
892,"(0.0067695328034460545, 0.9932304620742798)","(0.36198776960372925, 0.6380122303962708)","(0.29128900170326233, 0.7087110280990601)"
893,"(0.008329706266522408, 0.9916703104972839)","(0.35137805342674255, 0.6486219763755798)","(0.26738402247428894, 0.7326159477233887)"
894,"(6.960215978324413e-05, 0.9999303817749023)","(0.34083878993988037, 0.6591612100601196)","(0.24237558245658875, 0.7576243877410889)"
895,"(3.2091213597595925e-06, 0.9999967813491821)","(0.33061373233795166, 0.6693862676620483)","(0.21737246215343475, 0.782627522945404)"
896,"(6.908917384862434e-06, 0.999993085861206)","(0.32069554924964905, 0.6793044805526733)","(0.19230803847312927, 0.8076919317245483)"
897,"(0.000639628095086664, 0.9993603825569153)","(0.31109386682510376, 0.6889061331748962)","(0.16719840466976166, 0.8328015804290771)"
898,"(0.00028927455423399806, 0.999710738658905)","(0.3017697334289551, 0.6982302665710449)","(0.14182722568511963, 0.8581727743148804)"
899,"(3.3351234378642403e-06, 0.9999966621398926)","(0.29271677136421204, 0.7072832584381104)","(0.11613328009843826, 0.8838667273521423)"
900,"(3.1137435030359484e-07, 0.9999997019767761)","(0.2839352786540985, 0.7160646915435791)","(0.09009156376123428, 0.9099084138870239)"
901,"(4.622831511369441e-06, 0.9999953508377075)","(0.27541735768318176, 0.7245826125144958)","(0.06364321708679199, 0.936356782913208)"
902,"(8.123590669129044e-05, 0.9999187588691711)","(0.26715728640556335, 0.7328426837921143)","(0.036746688187122345, 0.9632533192634583)"
903,"(6.967295485083014e-05, 0.9999303221702576)","(0.25914466381073, 0.74085533618927)","(0.00934700295329094, 0.9906529784202576)"
