,smrbci,dynamical,exponential
1051,"(0.9999472498893738, 5.276403317111544e-05)","(0.5908058285713196, 0.4091942012310028)","(0.5421336889266968, 0.4578663110733032)"
1052,"(0.9995951056480408, 0.0004048777627758682)","(0.6030694842338562, 0.3969305157661438)","(0.569381833076477, 0.43061816692352295)"
1053,"(0.9996991753578186, 0.0003008026396855712)","(0.6149683594703674, 0.38503164052963257)","(0.5961433053016663, 0.40385669469833374)"
1054,"(0.9998571276664734, 0.0001428803661838174)","(0.6265150308609009, 0.3734849989414215)","(0.6224724054336548, 0.3775275945663452)"
1055,"(0.9965627193450928, 0.0034372545778751373)","(0.6376164555549622, 0.36238357424736023)","(0.6479235291481018, 0.3520764708518982)"
1056,"(0.6228859424591064, 0.37711408734321594)","(0.6371744871139526, 0.362825483083725)","(0.6471360325813293, 0.35286396741867065)"
1057,"(0.055248722434043884, 0.9447512626647949)","(0.6197167634963989, 0.3802832365036011)","(0.623802661895752, 0.37619733810424805)"
1058,"(0.024450520053505898, 0.9755494594573975)","(0.6018587946891785, 0.39814120531082153)","(0.5969017744064331, 0.4030982255935669)"
1059,"(0.014839576557278633, 0.9851604104042053)","(0.5842482447624207, 0.41575175523757935)","(0.5691009163856506, 0.43089908361434937)"
1060,"(0.00362237635999918, 0.9963776469230652)","(0.5668294429779053, 0.43317052721977234)","(0.5401875972747803, 0.4598124027252197)"
1061,"(0.001488688518293202, 0.9985113143920898)","(0.5498692393302917, 0.45013073086738586)","(0.5114989876747131, 0.48850101232528687)"
1062,"(0.00810079276561737, 0.9918991923332214)","(0.5336162447929382, 0.46638378500938416)","(0.48431551456451416, 0.5156844854354858)"
1063,"(0.10915449261665344, 0.8908454775810242)","(0.5208823680877686, 0.47911760210990906)","(0.469478964805603, 0.530521035194397)"
1064,"(0.2907029688358307, 0.7092970013618469)","(0.5139769911766052, 0.4860229790210724)","(0.46606969833374023, 0.5339303016662598)"
1065,"(0.04780907183885574, 0.9521909356117249)","(0.4999919831752777, 0.5000079870223999)","(0.4450004994869232, 0.5549994707107544)"
1066,"(0.02887709252536297, 0.9711229205131531)","(0.4858585596084595, 0.5141414403915405)","(0.4219365119934082, 0.5780634880065918)"
1067,"(0.19930768013000488, 0.8006923198699951)","(0.477262020111084, 0.522737979888916)","(0.4151320457458496, 0.5848679542541504)"
1068,"(0.4036788046360016, 0.596321165561676)","(0.475054532289505, 0.5249454379081726)","(0.41547608375549316, 0.5845239162445068)"
1069,"(0.4798034429550171, 0.5201965570449829)","(0.475054532289505, 0.5249454379081726)","(0.4168300926685333, 0.5831699371337891)"
1070,"(0.8033031821250916, 0.19669683277606964)","(0.4849019944667816, 0.5150980353355408)","(0.42682427167892456, 0.5731757283210754)"
1071,"(0.9458602070808411, 0.05413980409502983)","(0.49873071908950806, 0.5012692809104919)","(0.44918087124824524, 0.5508191585540771)"
1072,"(0.6296141147613525, 0.37038591504096985)","(0.5026572346687317, 0.4973427653312683)","(0.45201194286346436, 0.5479880571365356)"
1073,"(0.34182971715927124, 0.6581702828407288)","(0.49783238768577576, 0.5021675825119019)","(0.45044827461242676, 0.5495517253875732)"
1074,"(0.4508037865161896, 0.549196183681488)","(0.49783238768577576, 0.5021675825119019)","(0.45083069801330566, 0.5491693019866943)"
1075,"(0.3711201250553131, 0.6288799047470093)","(0.49403104186058044, 0.5059689879417419)","(0.4499456286430359, 0.5500543713569641)"
1076,"(0.030316125601530075, 0.9696838855743408)","(0.48011958599090576, 0.5198804140090942)","(0.4269779324531555, 0.5730220675468445)"
1077,"(0.004086768254637718, 0.9959132075309753)","(0.46583864092826843, 0.534161388874054)","(0.40083011984825134, 0.5991698503494263)"
1078,"(0.02251274511218071, 0.9774872660636902)","(0.4525388777256012, 0.5474611520767212)","(0.37768644094467163, 0.6223135590553284)"
1079,"(0.2530860900878906, 0.7469139099121094)","(0.4465552866458893, 0.5534446835517883)","(0.37437114119529724, 0.6256288290023804)"
1080,"(0.2441653460264206, 0.7558346390724182)","(0.44048359990119934, 0.559516429901123)","(0.37069737911224365, 0.6293026208877563)"
1081,"(0.13100780546665192, 0.8689922094345093)","(0.4311993420124054, 0.568800687789917)","(0.35977160930633545, 0.6402283906936646)"
1082,"(0.20123255252838135, 0.7987674474716187)","(0.42430034279823303, 0.5756996870040894)","(0.3540208339691162, 0.6459791660308838)"
1083,"(0.20495861768722534, 0.7950413823127747)","(0.41772007942199707, 0.5822799205780029)","(0.3485596179962158, 0.6514403820037842)"
1084,"(0.4980381727218628, 0.5019618272781372)","(0.41772007942199707, 0.5822799205780029)","(0.3510822355747223, 0.6489177942276001)"
1085,"(0.8340954184532166, 0.16590459644794464)","(0.4302113354206085, 0.5697886347770691)","(0.3640689253807068, 0.6359310746192932)"
1086,"(0.87526535987854, 0.12473464757204056)","(0.44356295466423035, 0.556437075138092)","(0.3801591694355011, 0.6198408603668213)"
1087,"(0.7199425101280212, 0.28005751967430115)","(0.45185431838035583, 0.5481456518173218)","(0.3866855800151825, 0.6133143901824951)"
1088,"(0.5888214111328125, 0.4111785888671875)","(0.4559633433818817, 0.5440366864204407)","(0.3898526132106781, 0.6101473569869995)"
1089,"(0.5167006254196167, 0.4832993745803833)","(0.4559633433818817, 0.5440366864204407)","(0.39203551411628723, 0.6079645156860352)"
1090,"(0.45806917548179626, 0.5419308543205261)","(0.4559633433818817, 0.5440366864204407)","(0.39351150393486023, 0.6064884662628174)"
1091,"(0.8429710268974304, 0.15702897310256958)","(0.4675735533237457, 0.5324264764785767)","(0.40657007694244385, 0.5934299230575562)"
1092,"(0.9552496671676636, 0.04475031793117523)","(0.48220381140708923, 0.5177961587905884)","(0.4304058253765106, 0.569594144821167)"
1093,"(0.7801867127418518, 0.219813272356987)","(0.49114328622817993, 0.5088567137718201)","(0.4388405382633209, 0.5611594915390015)"
1094,"(0.3176002502441406, 0.6823997497558594)","(0.4859369993209839, 0.5140630006790161)","(0.43686777353286743, 0.5631322264671326)"
1095,"(0.5706506967544556, 0.42934930324554443)","(0.488478422164917, 0.511521577835083)","(0.438933402299881, 0.5610666275024414)"
1096,"(0.29525312781333923, 0.7047469019889832)","(0.48268166184425354, 0.5173183083534241)","(0.4362548589706421, 0.5637451410293579)"
1097,"(0.03782345727086067, 0.9621765613555908)","(0.4693359434604645, 0.5306640863418579)","(0.41450345516204834, 0.5854965448379517)"
1098,"(0.06795080751180649, 0.9320492148399353)","(0.45729440450668335, 0.5427055954933167)","(0.39672520756721497, 0.6032748222351074)"
1099,"(0.5415967106819153, 0.4584032893180847)","(0.45729440450668335, 0.5427055954933167)","(0.3990945816040039, 0.6009054183959961)"
1100,"(0.9287461638450623, 0.07125385850667953)","(0.471437931060791, 0.528562068939209)","(0.4199555814266205, 0.5800443887710571)"
1101,"(0.663733959197998, 0.33626604080200195)","(0.4772067964076996, 0.522793173789978)","(0.42409393191337585, 0.5759060382843018)"
1102,"(0.2809904217720032, 0.7190095782279968)","(0.47132033109664917, 0.5286796689033508)","(0.42117375135421753, 0.5788262486457825)"
1103,"(0.6673814058303833, 0.3326185941696167)","(0.4772021472454071, 0.5227978825569153)","(0.42538613080978394, 0.5746138691902161)"
1104,"(0.46419253945350647, 0.5358074307441711)","(0.4772021472454071, 0.5227978825569153)","(0.4263869822025299, 0.5736130475997925)"
1105,"(0.15180134773254395, 0.848198652267456)","(0.467440128326416, 0.532559871673584)","(0.41626518964767456, 0.5837348103523254)"
1106,"(0.4986713230609894, 0.5013286471366882)","(0.467440128326416, 0.532559871673584)","(0.4178195595741272, 0.5821804404258728)"
1107,"(0.9778666496276855, 0.022133346647024155)","(0.4827529191970825, 0.5172470808029175)","(0.4443807303905487, 0.5556192398071289)"
1108,"(0.9942367672920227, 0.005763213615864515)","(0.49809741973876953, 0.5019025802612305)","(0.4727417826652527, 0.5272582173347473)"
1109,"(0.9943498373031616, 0.005650150589644909)","(0.5129849910736084, 0.487015038728714)","(0.5005816221237183, 0.49941837787628174)"
1110,"(0.9994964599609375, 0.0005035427748225629)","(0.5275803208351135, 0.47241970896720886)","(0.5286216139793396, 0.4713783860206604)"
1111,"(0.9999499320983887, 5.0063023081747815e-05)","(0.5417513847351074, 0.4582486152648926)","(0.5561803579330444, 0.44381964206695557)"
1112,"(0.999736487865448, 0.00026349021936766803)","(0.5554909110069275, 0.4445090889930725)","(0.5831865072250366, 0.4168134927749634)"
1113,"(0.9999983906745911, 1.6197926697714138e-06)","(0.5688261389732361, 0.4311738610267639)","(0.609751284122467, 0.39024871587753296)"
1114,"(0.9999994039535522, 6.036502782080788e-07)","(0.5817613005638123, 0.41823866963386536)","(0.6358879804611206, 0.3641120195388794)"
1115,"(0.9999844431877136, 1.5553105185972527e-05)","(0.5943080186843872, 0.4056920111179352)","(0.6616551280021667, 0.33834487199783325)"
1116,"(0.9999029636383057, 9.703025716589764e-05)","(0.606475830078125, 0.393524169921875)","(0.6871101260185242, 0.31288987398147583)"
1117,"(0.9999921321868896, 7.867041858844459e-06)","(0.6182813048362732, 0.3817186951637268)","(0.7123497724533081, 0.2876502275466919)"
1118,"(0.9999924898147583, 7.519031896663364e-06)","(0.629732608795166, 0.3702673614025116)","(0.7374356985092163, 0.2625643014907837)"
1119,"(0.999904215335846, 9.580072219250724e-05)","(0.6408377885818481, 0.35916224122047424)","(0.7624314427375793, 0.23756855726242065)"
1120,"(0.995374858379364, 0.004625136498361826)","(0.651473879814148, 0.34852612018585205)","(0.7867702841758728, 0.2132297158241272)"
1121,"(0.9971004128456116, 0.002899566199630499)","(0.6618426442146301, 0.3381573259830475)","(0.8114315271377563, 0.18856847286224365)"
1122,"(0.999532163143158, 0.0004678420373238623)","(0.6719733476638794, 0.3280266523361206)","(0.8365930914878845, 0.16340690851211548)"
1123,"(0.9996986389160156, 0.00030137691646814346)","(0.6818050742149353, 0.3181949257850647)","(0.8620002865791321, 0.13799971342086792)"
1124,"(0.9824413657188416, 0.017558623105287552)","(0.6908241510391235, 0.3091758191585541)","(0.8852570056915283, 0.11474299430847168)"
1125,"(0.9695962071418762, 0.030403774231672287)","(0.6991873383522034, 0.300812691450119)","(0.9071171879768372, 0.09288281202316284)"
1126,"(0.9965937733650208, 0.0034062343183904886)","(0.7081094980239868, 0.2918905019760132)","(0.9330251812934875, 0.06697481870651245)"
1127,"(0.9996910095214844, 0.00030899918056093156)","(0.7168569564819336, 0.2831430435180664)","(0.9598284363746643, 0.04017156362533569)"
1128,"(0.9979403018951416, 0.002059670863673091)","(0.7252894639968872, 0.2747105658054352)","(0.9868729114532471, 0.01312708854675293)"
1129,"(0.9998787045478821, 0.00012129363312851638)","(0.7335271239280701, 0.2664729058742523)","(1.0, 0.0)"
1130,"(0.9999162554740906, 8.372843876713887e-05)","(0.7415187954902649, 0.2584812343120575)","(1.0, 0.0)"
1131,"(0.9993594884872437, 0.000640487705823034)","(0.7492539882659912, 0.2507460117340088)","(1.0, 0.0)"
1132,"(0.9561895132064819, 0.04381048306822777)","(0.7554620504379272, 0.24453794956207275)","(1.0, 0.0)"
1133,"(0.31507936120033264, 0.6849206686019897)","(0.7422505617141724, 0.25774940848350525)","(0.9967814087867737, 0.0032185912132263184)"
1134,"(0.416538268327713, 0.5834617018699646)","(0.7324792146682739, 0.2675207853317261)","(0.9956746101379395, 0.004325389862060547)"
1135,"(0.946703314781189, 0.053296685218811035)","(0.7389059066772461, 0.2610940635204315)","(1.0, 0.0)"
1136,"(0.3258867561817169, 0.6741132736206055)","(0.7265153527259827, 0.27348461747169495)","(0.9970911145210266, 0.0029088854789733887)"
1137,"(0.0004948896821588278, 0.9995051026344299)","(0.7047348022460938, 0.29526522755622864)","(0.9689813256263733, 0.03101867437362671)"
1138,"(0.00048653545673005283, 0.9995134472846985)","(0.6836073398590088, 0.3163926601409912)","(0.94032222032547, 0.05967777967453003)"
1139,"(0.0249288659542799, 0.975071132183075)","(0.663847029209137, 0.33615297079086304)","(0.9145335555076599, 0.08546644449234009)"
1140,"(0.029886828735470772, 0.9701131582260132)","(0.644828200340271, 0.3551717698574066)","(0.8889445066452026, 0.11105549335479736)"
1141,"(5.313481960911304e-05, 0.9999468922615051)","(0.6254850029945374, 0.37451499700546265)","(0.8588194251060486, 0.14118057489395142)"
1142,"(3.8536472857231274e-06, 0.9999961256980896)","(0.6067205667495728, 0.39327943325042725)","(0.8282724022865295, 0.17172759771347046)"
1143,"(3.079379894188605e-05, 0.9999691843986511)","(0.5885199308395386, 0.4114800989627838)","(0.797397255897522, 0.20260274410247803)"
1144,"(2.5333702069474384e-05, 0.9999746680259705)","(0.5708650946617126, 0.42913490533828735)","(0.7662885189056396, 0.23371148109436035)"
1145,"(3.610562941958051e-07, 0.9999996423721313)","(0.5537391304969788, 0.44626083970069885)","(0.7350549101829529, 0.2649450898170471)"
1146,"(8.704795817493505e-08, 0.9999999403953552)","(0.5371270179748535, 0.46287301182746887)","(0.703818678855896, 0.296181321144104)"
1147,"(1.6022596582843107e-06, 0.9999983906745911)","(0.5210132598876953, 0.4789867401123047)","(0.6726995706558228, 0.32730042934417725)"
1148,"(4.1920473449863493e-05, 0.9999580979347229)","(0.5053841471672058, 0.4946158826351166)","(0.6418170928955078, 0.3581829071044922)"
1149,"(4.7046200052136555e-05, 0.9999529719352722)","(0.49022403359413147, 0.5097759962081909)","(0.6112685203552246, 0.3887314796447754)"
1150,"(1.0958488019241486e-05, 0.9999890327453613)","(0.4755176603794098, 0.5244823694229126)","(0.581134021282196, 0.41886597871780396)"
1151,"(0.00012505589984357357, 0.9998749494552612)","(0.46125587821006775, 0.5387440919876099)","(0.5515023469924927, 0.4484976530075073)"
1152,"(0.005370698869228363, 0.9946293234825134)","(0.44757935404777527, 0.5524206757545471)","(0.5231613516807556, 0.4768386483192444)"
1153,"(0.003362678922712803, 0.9966373443603516)","(0.43425285816192627, 0.5657471418380737)","(0.4950719177722931, 0.5049281120300293)"
1154,"(0.00035145843867212534, 0.9996485710144043)","(0.4212358295917511, 0.5787642002105713)","(0.4670950472354889, 0.5329049825668335)"
1155,"(0.0009441028232686222, 0.9990559220314026)","(0.40862709283828735, 0.5913729071617126)","(0.4397493898868561, 0.5602506399154663)"
1156,"(0.06420247256755829, 0.9357975125312805)","(0.3982943594455719, 0.6017056703567505)","(0.42110368609428406, 0.5788962841033936)"
1157,"(0.08110051602125168, 0.9188994765281677)","(0.38877856731414795, 0.611221432685852)","(0.40464624762535095, 0.5953537225723267)"
1158,"(0.005542098544538021, 0.9944579005241394)","(0.37728145718574524, 0.6227185130119324)","(0.3790857791900635, 0.6209142208099365)"
1159,"(0.0019650189206004143, 0.9980349540710449)","(0.366021990776062, 0.633978009223938)","(0.353399395942688, 0.646600604057312)"
1160,"(0.014594759792089462, 0.9854052662849426)","(0.3554791808128357, 0.6445208191871643)","(0.3298403024673462, 0.6701596975326538)"
1161,"(0.09424740076065063, 0.9057525992393494)","(0.3476422429084778, 0.6523577570915222)","(0.3159913420677185, 0.6840086579322815)"
1162,"(0.011867781169712543, 0.9881322383880615)","(0.337568998336792, 0.662431001663208)","(0.2924244701862335, 0.7075755596160889)"
1163,"(0.0010859486646950245, 0.9989140629768372)","(0.32747453451156616, 0.6725254654884338)","(0.26747259497642517, 0.7325273752212524)"
1164,"(0.0008347329567186534, 0.9991652965545654)","(0.3176753520965576, 0.6823246479034424)","(0.24257567524909973, 0.7574243545532227)"
1165,"(0.004462027922272682, 0.9955379962921143)","(0.3082789480686188, 0.6917210221290588)","(0.21821948885917664, 0.781780481338501)"
1166,"(0.7756794095039368, 0.22432057559490204)","(0.3223009407520294, 0.6776990294456482)","(0.22815504670143127, 0.7718449831008911)"
1167,"(0.0640532597899437, 0.9359467625617981)","(0.31455352902412415, 0.6854465007781982)","(0.21143299341201782, 0.7885670065879822)"
1168,"(0.006589070428162813, 0.9934109449386597)","(0.3053146004676819, 0.6946853995323181)","(0.18729367852210999, 0.8127063512802124)"
1169,"(0.0003378972760401666, 0.9996621012687683)","(0.2961653172969818, 0.7038347125053406)","(0.16210363805294037, 0.8378963470458984)"
1170,"(0.00021239426860120147, 0.9997876286506653)","(0.2872867286205292, 0.7127132415771484)","(0.13667011260986328, 0.8633298873901367)"
1171,"(9.725119161885232e-05, 0.9999027252197266)","(0.2786710560321808, 0.7213289737701416)","(0.11092498898506165, 0.8890750408172607)"
1172,"(0.00015725634875707328, 0.9998427629470825)","(0.27031564712524414, 0.7296843528747559)","(0.08482889086008072, 0.9151710867881775)"
1173,"(0.0001063026866177097, 0.9998937249183655)","(0.26220938563346863, 0.7377906441688538)","(0.05830729752779007, 0.9416927099227905)"
1174,"(8.446061110589653e-05, 0.9999155402183533)","(0.2543456256389618, 0.7456543445587158)","(0.03131406754255295, 0.9686859250068665)"
1175,"(7.230240589706227e-05, 0.9999276995658875)","(0.2467174530029297, 0.7532825469970703)","(0.0038105323910713196, 0.9961894750595093)"
1176,"(0.00021460211428347975, 0.9997854232788086)","(0.23932236433029175, 0.7606776356697083)","(0.0, 1.0)"
1177,"(0.001273676985874772, 0.9987263083457947)","(0.2321809083223343, 0.7678191065788269)","(0.0, 1.0)"
1178,"(0.011741751804947853, 0.9882582426071167)","(0.2255677431821823, 0.7744322419166565)","(0.0, 1.0)"
1179,"(0.006041544955223799, 0.9939584732055664)","(0.21898196637630463, 0.7810180187225342)","(0.0, 1.0)"
1180,"(0.000838975072838366, 0.9991610050201416)","(0.2124376893043518, 0.7875623106956482)","(0.0, 1.0)"
1181,"(0.0027433664072304964, 0.9972566366195679)","(0.20614686608314514, 0.7938531637191772)","(0.0, 1.0)"
1182,"(0.03221995756030083, 0.9677800536155701)","(0.20092906057834625, 0.7990709543228149)","(0.0, 1.0)"
1183,"(0.013274578377604485, 0.9867254495620728)","(0.195299431681633, 0.8047005534172058)","(0.0, 1.0)"
1184,"(0.006151196081191301, 0.9938488006591797)","(0.18962498009204865, 0.8103750348091125)","(0.0, 1.0)"
1185,"(0.05214736983180046, 0.947852611541748)","(0.18550066649913788, 0.8144993185997009)","(0.0, 1.0)"
1186,"(0.3207496106624603, 0.6792504191398621)","(0.18955813348293304, 0.8104418516159058)","(0.0, 1.0)"
1187,"(0.3124738335609436, 0.6875261664390564)","(0.19324558973312378, 0.8067544102668762)","(0.0, 1.0)"
1188,"(0.29459598660469055, 0.7054040431976318)","(0.19628609716892242, 0.8037139177322388)","(0.0, 1.0)"
1189,"(0.7525010704994202, 0.24749889969825745)","(0.21297253668308258, 0.7870274782180786)","(0.005738395266234875, 0.994261622428894)"
1190,"(0.8146038055419922, 0.1853961944580078)","(0.2310214638710022, 0.7689785361289978)","(0.014995192177593708, 0.9850047826766968)"
1191,"(0.5394245982170105, 0.4605754017829895)","(0.2310214638710022, 0.7689785361289978)","(0.015743743628263474, 0.9842562675476074)"
1192,"(0.7741115689277649, 0.2258884459733963)","(0.24731414020061493, 0.7526858448982239)","(0.022843394428491592, 0.9771565794944763)"
1193,"(0.9882065057754517, 0.011793490499258041)","(0.2695409059524536, 0.7304590940475464)","(0.04972784221172333, 0.9502721428871155)"
1194,"(0.9914562106132507, 0.008543810807168484)","(0.29119834303855896, 0.7088016867637634)","(0.07758350670337677, 0.9224165081977844)"
1195,"(0.16090887784957886, 0.8390911221504211)","(0.28728964924812317, 0.7127103805541992)","(0.06821432709693909, 0.9317857027053833)"
1196,"(0.3353933095932007, 0.6646066904067993)","(0.28873276710510254, 0.7112672328948975)","(0.0668584406375885, 0.9331415891647339)"
1197,"(0.9913619756698608, 0.00863802433013916)","(0.30981162190437317, 0.6901884078979492)","(0.09501464664936066, 0.9049853682518005)"
1198,"(0.9487503170967102, 0.05124968662858009)","(0.3289797604084015, 0.6710202693939209)","(0.1180860623717308, 0.881913959980011)"
1199,"(0.37538912892341614, 0.6246109008789062)","(0.33037203550338745, 0.6696279644966125)","(0.11844756454229355, 0.8815524578094482)"
1200,"(0.05150884389877319, 0.9484911561012268)","(0.3220061659812927, 0.6779938340187073)","(0.09928086400032043, 0.900719165802002)"
1201,"(0.1847383677959442, 0.8152616620063782)","(0.3178881108760834, 0.6821118593215942)","(0.09191946685314178, 0.908080518245697)"
1202,"(0.24998782575130463, 0.7500121593475342)","(0.3158511221408844, 0.684148907661438)","(0.08800007402896881, 0.9119999408721924)"
1203,"(0.02837761677801609, 0.9716224074363708)","(0.30722692608833313, 0.6927731037139893)","(0.06545315682888031, 0.9345468282699585)"
1204,"(0.03480256348848343, 0.9651974439620972)","(0.29905420541763306, 0.7009457945823669)","(0.04334783926606178, 0.9566521644592285)"
1205,"(0.27654194831848145, 0.7234580516815186)","(0.2983788251876831, 0.7016211748123169)","(0.03966613858938217, 0.9603338837623596)"
1206,"(0.15132491290569305, 0.8486750721931458)","(0.29396721720695496, 0.7060328125953674)","(0.0288841612637043, 0.9711158275604248)"
1207,"(0.00418453523889184, 0.9958154559135437)","(0.2852737307548523, 0.7147262692451477)","(0.0019304677844047546, 0.9980695247650146)"
1208,"(0.00018591298430692405, 0.9998140931129456)","(0.27672111988067627, 0.7232788801193237)","(0.0, 1.0)"
1209,"(0.0001401394692948088, 0.9998598694801331)","(0.2684237062931061, 0.7315763235092163)","(0.0, 1.0)"
1210,"(0.0002111262147082016, 0.9997888803482056)","(0.26037731766700745, 0.7396226525306702)","(0.0, 1.0)"
1211,"(2.6997786335414276e-05, 0.9999729990959167)","(0.2525668144226074, 0.7474331855773926)","(0.0, 1.0)"
1212,"(1.977992496904335e-06, 0.9999980330467224)","(0.24498988687992096, 0.7550101280212402)","(0.0, 1.0)"
1213,"(1.6753033404981466e-09, 1.0)","(0.23764020204544067, 0.7623597979545593)","(0.0, 1.0)"
1214,"(2.466830351099958e-10, 1.0)","(0.23051099479198456, 0.7694889903068542)","(0.0, 1.0)"
1215,"(5.659096802279606e-11, 1.0)","(0.22359567880630493, 0.7764043211936951)","(0.0, 1.0)"
1216,"(1.0293750574152938e-10, 1.0)","(0.21688781678676605, 0.7831121683120728)","(0.0, 1.0)"
1217,"(3.2877395250707764e-11, 1.0)","(0.2103811800479889, 0.7896188497543335)","(0.0, 1.0)"
1218,"(1.633728916039523e-11, 1.0)","(0.20406974852085114, 0.7959302663803101)","(0.0, 1.0)"
1219,"(1.3456853686921733e-11, 1.0)","(0.1979476660490036, 0.8020523190498352)","(0.0, 1.0)"
1220,"(2.1772693370447627e-10, 1.0)","(0.19200924038887024, 0.8079907894134521)","(0.0, 1.0)"
1221,"(6.016886988646775e-10, 1.0)","(0.18624897301197052, 0.8137510418891907)","(0.0, 1.0)"
1222,"(4.4286213585209566e-10, 1.0)","(0.18066149950027466, 0.8193385004997253)","(0.0, 1.0)"
1223,"(8.364008097228037e-11, 1.0)","(0.17524166405200958, 0.8247583508491516)","(0.0, 1.0)"
1224,"(7.538448199007064e-10, 1.0)","(0.16998441517353058, 0.8300155997276306)","(0.0, 1.0)"
1225,"(4.302998846128503e-08, 0.9999999403953552)","(0.16488489508628845, 0.8351151347160339)","(0.0, 1.0)"
1226,"(5.918346914768335e-07, 0.9999994039535522)","(0.15993836522102356, 0.840061604976654)","(0.0, 1.0)"
1227,"(4.349276707671379e-07, 0.9999995827674866)","(0.1551402360200882, 0.844859778881073)","(0.0, 1.0)"
1228,"(1.0531012861747513e-07, 0.9999998807907104)","(0.1504860371351242, 0.8495139479637146)","(0.0, 1.0)"
1229,"(5.8936986846447326e-08, 0.9999999403953552)","(0.14597146213054657, 0.8540285229682922)","(0.0, 1.0)"
1230,"(1.9021233299554297e-07, 0.9999998211860657)","(0.14159232378005981, 0.8584076762199402)","(0.0, 1.0)"
1231,"(4.6539571485482156e-07, 0.9999995231628418)","(0.1373445689678192, 0.8626554012298584)","(0.0, 1.0)"
1232,"(1.4231289924282464e-07, 0.9999998807907104)","(0.1332242488861084, 0.8667757511138916)","(0.0, 1.0)"
1233,"(3.8632926191439765e-08, 0.9999999403953552)","(0.12922751903533936, 0.8707724809646606)","(0.0, 1.0)"
1234,"(1.6744914432820224e-07, 0.9999998211860657)","(0.1253507137298584, 0.8746492862701416)","(0.0, 1.0)"
1235,"(1.640277696424164e-05, 0.9999836087226868)","(0.12159068137407303, 0.8784093260765076)","(0.0, 1.0)"
1236,"(5.6792545365169644e-05, 0.999943196773529)","(0.11794467270374298, 0.8820553421974182)","(0.0, 1.0)"
1237,"(1.2416785466484725e-05, 0.9999876022338867)","(0.11440670490264893, 0.8855932950973511)","(0.0, 1.0)"
1238,"(6.110193226049887e-06, 0.9999938607215881)","(0.11097469180822372, 0.8890253305435181)","(0.0, 1.0)"
1239,"(1.4100532098382246e-05, 0.9999858736991882)","(0.10764587670564651, 0.8923541307449341)","(0.0, 1.0)"
1240,"(2.8703349016723223e-05, 0.9999712705612183)","(0.1044173613190651, 0.8955826163291931)","(0.0, 1.0)"
1241,"(1.865106423792895e-05, 0.9999813437461853)","(0.1012854054570198, 0.8987146019935608)","(0.0, 1.0)"
1242,"(4.238706878822995e-06, 0.999995768070221)","(0.0982469767332077, 0.9017530083656311)","(0.0, 1.0)"
1243,"(3.5768302950600628e-06, 0.9999964237213135)","(0.09529967606067657, 0.9047003388404846)","(0.0, 1.0)"
1244,"(9.655938811192755e-06, 0.9999903440475464)","(0.09244097769260406, 0.9075590372085571)","(0.0, 1.0)"
1245,"(1.860566044342704e-05, 0.9999814033508301)","(0.08966831117868423, 0.910331666469574)","(0.0, 1.0)"
1246,"(5.912241613259539e-05, 0.9999408721923828)","(0.08698003739118576, 0.9130199551582336)","(0.0, 1.0)"
1247,"(1.7378150005242787e-05, 0.9999825954437256)","(0.0843711569905281, 0.9156288504600525)","(0.0, 1.0)"
1248,"(3.614474735513795e-06, 0.9999963641166687)","(0.0818401351571083, 0.9181598424911499)","(0.0, 1.0)"
1249,"(9.142896487901453e-06, 0.9999908804893494)","(0.07938520610332489, 0.9206147789955139)","(0.0, 1.0)"
1250,"(0.001233728020451963, 0.9987662434577942)","(0.0770406648516655, 0.9229593276977539)","(0.0, 1.0)"
1251,"(0.5387406349182129, 0.4612593948841095)","(0.0770406648516655, 0.9229593276977539)","(0.0004462979268282652, 0.9995536804199219)"
1252,"(0.999875009059906, 0.00012497729039750993)","(0.1047256663441658, 0.8952743411064148)","(0.028561783954501152, 0.9714382290840149)"
1253,"(0.9999903440475464, 9.639903510105796e-06)","(0.1315835863351822, 0.868416428565979)","(0.05724317580461502, 0.9427568316459656)"
1254,"(0.999999463558197, 5.262980380393856e-07)","(0.15763603150844574, 0.8423639535903931)","(0.08646798878908157, 0.913532018661499)"
1255,"(1.0, 8.869861511939803e-10)","(0.18290692567825317, 0.8170930743217468)","(0.11620848625898361, 0.8837915062904358)"
1256,"(1.0, 6.976081046161653e-09)","(0.20741969347000122, 0.7925803065299988)","(0.14641782641410828, 0.8535821437835693)"
1257,"(0.9999896287918091, 1.0351993296353612e-05)","(0.23119677603244781, 0.7688032388687134)","(0.17702750861644745, 0.8229724764823914)"
1258,"(0.9990049004554749, 0.00099507300183177)","(0.2542310059070587, 0.7457690238952637)","(0.2078094780445099, 0.7921905517578125)"
1259,"(0.9971460700035095, 0.002853918354958296)","(0.27651843428611755, 0.7234815955162048)","(0.23853512108325958, 0.7614648938179016)"
1260,"(0.999962568283081, 3.743638444575481e-05)","(0.29822173714637756, 0.7017782926559448)","(0.269771546125412, 0.7302284240722656)"
1261,"(0.9999986290931702, 1.3722545872951741e-06)","(0.31927502155303955, 0.6807249784469604)","(0.300997257232666, 0.699002742767334)"
1262,"(0.9999952912330627, 4.705365427071229e-06)","(0.33969661593437195, 0.6603034138679504)","(0.33208751678466797, 0.667912483215332)"
1263,"(0.9994337558746338, 0.0005662514013238251)","(0.35948869585990906, 0.6405112743377686)","(0.36284828186035156, 0.6371517181396484)"
